date,temperature,anomaly
2023-04-13,24.20109333539733,False
2023-04-14,24.994619747449846,False
2023-04-15,17.351072493313236,False
2023-04-16,24.60302981654892,False
2023-04-17,16.788892380931593,False
2023-04-18,26.042601547443024,False
2023-04-19,12.079807331852887,False
2023-04-20,19.152867250372662,False
2023-04-21,26.569897121260624,False
2023-04-22,22.65569800540511,False
2023-04-23,21.381269323741904,False
2023-04-24,15.378786444494068,False
2023-04-25,19.624667494505296,False
2023-04-26,19.645065015454133,False
2023-04-27,20.9554397247374,False
2023-04-28,22.022702599883463,False
2023-04-29,20.79001216784917,False
2023-04-30,3.1698098451887944,True
2023-05-01,16.51502733810061,False
2023-05-02,12.71937564921814,False
2023-05-03,24.556314811233875,False
2023-05-04,22.849676049200497,False
2023-05-05,27.567079545466235,False
2023-05-06,22.69248892143825,False
2023-05-07,21.909001541899865,False
2023-05-08,18.31185577297639,False
2023-05-09,15.554349863232696,False
2023-05-10,13.970797348336562,False
2023-05-11,16.404672417120295,False
2023-05-12,18.538066072163836,False
2023-05-13,20.006497277970194,False
2023-05-14,3.4888240561484114,True
2023-05-15,20.806142903717383,False
2023-05-16,21.513077191709858,False
2023-05-17,21.922544463196466,False
2023-05-18,24.414541132888928,False
2023-05-19,15.55283948348689,False
2023-05-20,20.364330900272613,False
2023-05-21,15.26650803620656,False
2023-05-22,23.873490308668966,False
2023-05-23,20.658800228876313,False
2023-05-24,19.745471633956274,False
2023-05-25,13.956462852564133,False
2023-05-26,19.801987904330993,False
2023-05-27,20.51328663562775,False
2023-05-28,24.37142797564409,False
2023-05-29,14.134036737631137,False
2023-05-30,15.205406558554083,False
2023-05-31,8.604715962362842,False
2023-06-01,17.599371126575868,False
2023-06-02,13.843520162570385,False
2023-06-03,24.48125544399679,False
2023-06-04,9.896176414713358,False
2023-06-05,25.450856839951435,False
2023-06-06,39.34612624954485,True
2023-06-07,28.94157057610439,False
2023-06-08,21.230760855134303,False
2023-06-09,18.42670186666085,False
2023-06-10,18.457034883504797,False
2023-06-11,22.231678698813116,False
2023-06-12,17.075645020307007,False
2023-06-13,16.90601587164157,False
2023-06-14,18.796961183864042,False
2023-06-15,17.19331322930669,False
2023-06-16,12.037032675526714,False
2023-06-17,30.780075060543616,True
2023-06-18,17.475389940447183,False
2023-06-19,18.033843815589208,False
2023-06-20,25.234123439628718,False
2023-06-21,15.01310218741711,False
2023-06-22,25.102655745421757,False
2023-06-23,24.586622674171764,False
2023-06-24,12.356907552129874,False
2023-06-25,20.704539040271207,False
2023-06-26,13.134328023393966,False
2023-06-27,24.25504985845746,False
2023-06-28,21.689971692452367,False
2023-06-29,22.637013558173418,False
2023-06-30,15.649519712918948,False
2023-07-01,23.81075086666675,False
2023-07-02,23.889098840875477,False
2023-07-03,20.102551248618834,False
2023-07-04,25.135421992042588,False
2023-07-05,17.896408758462655,False
2023-07-06,18.750651953742445,False
2023-07-07,18.896433787521932,False
2023-07-08,14.781239359118247,False
2023-07-09,11.434727783092347,True
2023-07-10,20.836996929178866,False
2023-07-11,24.562183490135933,False
2023-07-12,19.139898514043125,False
2023-07-13,17.44098244177826,False
2023-07-14,15.972117505763094,False
2023-07-15,20.163132092193877,False
2023-07-16,16.279326523126866,False
2023-07-17,27.38887363278569,False
2023-07-18,14.95959348848254,False
2023-07-19,26.833441665782836,False
2023-07-20,20.098304683883264,False
2023-07-21,16.94760577605688,False
2023-07-22,18.61395004281613,False
2023-07-23,19.95310848968011,False
2023-07-24,24.114507454351624,False
2023-07-25,19.29687534266162,False
2023-07-26,24.429002275499343,False
2023-07-27,20.347879190314995,False
2023-07-28,22.179105950622272,False
2023-07-29,22.040895679064597,False
2023-07-30,26.20050082330915,False
2023-07-31,18.69368861472427,False
2023-08-01,16.899125701817596,False
2023-08-02,6.6888457422027905,True
2023-08-03,35.779274905972784,True
2023-08-04,20.414489745240648,False
2023-08-05,26.657438210317572,False
2023-08-06,7.154736447684664,True
2023-08-07,20.69215160600085,False
2023-08-08,31.86725101166144,True
2023-08-09,25.6398518704686,False
2023-08-10,27.642915773653307,False
2023-08-11,21.532709956649068,False
2023-08-12,15.179722204966744,False
2023-08-13,14.023956981482492,False
2023-08-14,22.337067872510584,False
2023-08-15,16.08705324156199,False
2023-08-16,27.23307111318265,False
2023-08-17,15.064342214038591,False
2023-08-18,15.438815332944836,False
2023-08-19,27.97377182644858,False
2023-08-20,21.15580604663852,False
2023-08-21,4.840597358936803,True
2023-08-22,18.090351593492247,False
2023-08-23,23.168152224348912,False
2023-08-24,18.365069148069217,False
2023-08-25,21.277791578237462,False
2023-08-26,24.639837385065107,False
2023-08-27,27.228289436678047,False
2023-08-28,16.977537490381835,False
2023-08-29,27.450272695171424,False
2023-08-30,16.303326763575747,False
2023-08-31,17.79761570254443,False
2023-09-01,18.113866030781935,False
2023-09-02,23.943162174611327,False
2023-09-03,15.703544858159868,False
2023-09-04,17.176728617986377,False
2023-09-05,21.787202502761513,False
2023-09-06,30.58434701138057,True
2023-09-07,26.32530451267771,False
2023-09-08,18.07307646490963,False
2023-09-09,15.803145759036525,False
2023-09-10,5.3127988806350075,True
2023-09-11,21.160807998725044,False
2023-09-12,26.358111292235414,False
2023-09-13,20.950003542705296,False
2023-09-14,17.206776061116752,False
2023-09-15,19.751685727879067,False
2023-09-16,13.678888257710739,False
2023-09-17,9.096592025451857,False
2023-09-18,27.27409488869144,False
2023-09-19,15.98308480259471,False
2023-09-20,20.604588753041607,False
2023-09-21,18.825088085618713,False
2023-09-22,18.087950437533248,False
2023-09-23,29.812571302016273,False
2023-09-24,14.299403990726988,False
2023-09-25,24.666934867887374,False
2023-09-26,16.3424348866819,False
2023-09-27,22.94902448701834,False
2023-09-28,22.47523877977807,False
2023-09-29,36.60226661380453,True
2023-09-30,26.890201710260577,False
2023-10-01,17.752738817791986,False
2023-10-02,18.906742469307535,False
2023-10-03,17.9124564047341,False
2023-10-04,23.137292303734732,False
2023-10-05,25.349119713042878,False
2023-10-06,28.08771657739866,False
2023-10-07,23.088495305762233,False
2023-10-08,12.274923940863598,False
2023-10-09,27.222533302417773,False
2023-10-10,16.32771643447409,False
2023-10-11,24.482874218887595,False
2023-10-12,15.383744646928832,False
2023-10-13,20.922632119649936,False
2023-10-14,20.16831167746592,False
2023-10-15,13.451018187375485,False
2023-10-16,18.28949358207411,False
2023-10-17,21.374658944563993,False
2023-10-18,25.275029861242444,False
2023-10-19,22.058395375207287,False
2023-10-20,13.550078482515671,False
2023-10-21,11.906756347217962,False
2023-10-22,11.31656206097927,False
2023-10-23,25.98324215227487,False
2023-10-24,22.04332182776925,False
2023-10-25,18.216259411106943,False
2023-10-26,20.12381765739054,False
2023-10-27,26.15213389165576,False
2023-10-28,25.010594772270597,False
2023-10-29,17.552317632289903,False
2023-10-30,20.828281018993405,False
2023-10-31,5.595577998952292,False
2023-11-01,21.330269640297274,False
2023-11-02,22.225893811485133,False
2023-11-03,12.917826639338838,False
2023-11-04,22.00683888267356,False
2023-11-05,18.958818032933518,False
2023-11-06,10.50814408530536,False
2023-11-07,18.86866107139664,False
2023-11-08,23.221313600438943,False
2023-11-09,27.757438033132004,False
2023-11-10,7.597539818654068,False
2023-11-11,19.035083397277774,False
2023-11-12,18.28522659567587,False
2023-11-13,29.405471268066975,False
2023-11-14,16.321345343039507,False
2023-11-15,32.93240062255202,False
2023-11-16,17.046986865525568,False
2023-11-17,12.90050346993823,False
2023-11-18,20.906276838587786,False
2023-11-19,24.36153269693262,False
2023-11-20,17.718471940625108,False
2023-11-21,15.977815439624106,False
2023-11-22,21.827738379140534,False
2023-11-23,18.217940424287484,False
2023-11-24,23.117914068163582,False
2023-11-25,19.674744614684244,False
2023-11-26,19.33157861212916,False
2023-11-27,29.679685639756542,False
2023-11-28,24.740831282177734,False
2023-11-29,15.54136085148214,False
2023-11-30,18.378988291554347,False
2023-12-01,20.50899169776449,False
2023-12-02,20.440800447491267,False
2023-12-03,21.29848231841581,False
2023-12-04,20.100224235832933,False
2023-12-05,23.37910317831627,False
2023-12-06,26.93585000776538,False
2023-12-07,18.52918766532641,False
2023-12-08,30.113685305787,False
2023-12-09,20.425581185209968,False
2023-12-10,24.26405393043693,False
2023-12-11,22.623918175407436,False
2023-12-12,28.772631397839667,False
2023-12-13,22.872994584081123,False
2023-12-14,16.371010035869602,False
2023-12-15,13.470345605046425,False
2023-12-16,18.80196283402437,False
2023-12-17,22.252272371773383,False
2023-12-18,24.574758713456966,False
2023-12-19,28.049603785880112,False
2023-12-20,22.858653575300995,False
2023-12-21,37.5874583632349,True
2023-12-22,22.452293149104655,False
2023-12-23,20.767140424292457,False
2023-12-24,18.968039145722464,False
2023-12-25,16.704152580754524,False
2023-12-26,11.636231595444363,False
2023-12-27,21.034452349982725,False
2023-12-28,16.579815474537924,False
2023-12-29,20.767679336418208,False
2023-12-30,23.896167682344025,False
2023-12-31,23.72174456342633,False
