Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),pH,Conductivity (us/cm),Temperature Soil (°C),Humidity (%RH),Salinity (mg/L),TDS (mg/L),Conductivity factor (%),Salinity factor (%),feels_like,temp_min,temp_max,pressure,humidity,Recommended Fertilizer
69,13,103,6.636617206670943,2.071893884050094,27.475417713534647,73.33117998208576,112,289,4.008514167636399,2.381827810467265,24.348273386037462,20.835169730460375,25.33918529552586,1015,83.14701634289574,Superfosfato Simples
30,12,136,5.687349535656185,1.9902960650765968,19.094473236584285,93.94700392351112,97,341,4.620058036441327,0.9944139275934516,22.46402033239107,24.955843130684883,26.50481783473408,1021,77.54461676758362,Superfosfato Simples
42,16,178,6.235431606118867,1.4199008454189141,23.93304365643098,89.4741623097498,110,237,9.472833396118153,2.4317219099945406,28.191023176741997,21.158358506917217,28.540860443226407,1021,89.01030641660546,Fertilizante Completo
85,6,196,6.030404735363451,2.4322979209947913,18.69070512019973,89.34150466488983,130,492,1.533514031160802,7.2226693185565916,27.99415878968979,24.71365887067563,25.33675300734386,1019,79.46675765698811,Superfosfato Simples
67,5,175,5.987979286758167,2.106845375043653,24.59434658788483,76.40426059282396,75,338,5.862298320167972,8.556964681062858,26.946964708544268,23.248233244961842,27.910852300881366,1000,94.93692952326643,Superfosfato Simples
31,20,179,7.446021109504891,1.831531078767101,23.298366016480525,74.51868258181828,85,458,5.05888678884466,8.302198645669916,22.721451372299626,23.038683974394296,26.729415284764784,1009,96.02807456045034,Calcário
98,27,102,6.286195449333521,1.9175811193515284,28.652450193099597,69.56924751757472,50,360,6.1145423543464785,3.9718352961845484,25.90230666869087,22.563442555082542,28.104577588837387,1007,76.86883707493821,Fertilizante Completo
58,27,221,7.284093110354227,1.6294000936416848,22.210980150624945,61.97314238278245,57,377,0.18110183820840509,6.680851365706461,23.60973896940027,21.153349058588795,25.228710169062563,1017,71.07311188940207,Calcário
68,28,209,6.762277251994526,1.3715964842517363,19.40480419713127,90.26528316892686,162,209,8.721239089441514,2.0498429541582097,20.91582073326634,20.88264016002754,29.35768403076188,1000,83.69401314373448,Fertilizante Completo
51,9,247,7.089622607083297,1.5339590179768923,19.71590018463403,88.45153531955272,148,460,9.321182824836123,2.9314773026101326,29.17313575462243,21.102431045350876,29.867444845886986,1001,96.49453382466764,Superfosfato Simples
69,7,209,6.505274186210384,2.1367691656965535,27.138127580609666,94.99011856501457,96,337,5.65133183589209,8.963358185211197,21.368186309189614,20.932191310721272,29.84438927642846,1000,68.42648756022666,Superfosfato Simples
89,16,117,6.653807769252718,1.0215902329446338,25.418616759795132,94.88228929758668,176,371,6.966508238768922,0.13001923510736035,29.502373538208026,23.897922367833765,28.748259158714625,1000,84.9186633425393,Fertilizante Completo
24,12,232,6.485035387637728,1.1741089607603743,19.213472113473482,79.44010969609195,105,212,9.224993811772958,0.8550853085446808,24.460057729579557,21.75062629583365,25.65043120065316,1008,85.26240880370082,Nitrato de Amônio (NH₄NO₃)
71,26,233,5.890485975596089,1.0690039630326291,19.00928167337997,86.91455953131786,63,367,7.072386343133986,2.078862551460273,21.851329288386196,20.289213382816982,28.791315979645113,1012,89.32452089661123,Enxofre Elementar
71,7,172,6.944904230523011,1.0610932034784553,26.41162957750944,93.06680054588497,77,329,1.5253904291426135,0.26532203873819715,25.419009473783582,24.845513150704058,25.122934582294008,1000,65.2627074050904,Superfosfato Simples
56,5,194,6.061544724881712,2.2831908760165107,18.87315607637032,89.7376586737094,127,283,5.762883601668132,1.8143543508979731,28.729458358764084,24.41892942481713,25.110617757644988,1012,88.63299858728354,Superfosfato Simples
71,7,87,5.548631932862907,2.0554867890700352,27.862320711484273,68.65718356101192,179,300,6.067150463828559,5.830415609696922,27.322248864095613,24.638761415976063,26.618051095747706,1019,96.36130082662564,Superfosfato Simples
60,9,73,6.790944591814336,1.7112607436309877,26.474906725877954,75.76904473585327,158,472,4.24130671302386,4.214245505924979,28.0656114786145,24.974539113232176,27.44321595202333,1021,67.18732435480968,Superfosfato Simples
64,19,118,5.854221358814097,1.1467512409765022,18.976185367702797,64.52057953030233,63,464,7.3644423562472285,8.926717110769749,26.587833667107173,20.869476246097438,28.852037089038966,1006,69.5017329969551,Enxofre Elementar
73,18,165,7.380917168705828,1.7374238126752486,19.018052569022302,93.39178595405528,105,237,9.343670147690148,8.17443561738441,26.922765645178526,21.981210094513294,28.416476883032527,1001,98.85580376166558,Calcário
12,7,147,7.407857154005175,1.7102076561708486,29.839674942014106,81.2161122057808,164,293,9.255685129067764,3.4181735169787597,28.491956515653193,23.791192378520456,27.229513531883743,1005,67.23907810837959,Nitrato de Amônio (NH₄NO₃)
60,5,247,7.329728780440897,1.2598028048650227,22.491249549073444,68.00249819262119,56,294,4.508393714041321,2.594234334312925,22.49668008859186,23.480103090268962,26.36813333140833,1006,94.17540373478317,Superfosfato Simples
16,9,188,6.240317400510889,1.6507774738569596,22.44770576480269,83.50952395420498,52,268,1.1323804584075525,3.7969240816726693,24.894249636431404,20.769479531699275,29.985622500788555,1013,79.69111425792138,Nitrato de Amônio (NH₄NO₃)
30,27,193,5.530913233057735,1.59775710159606,27.753594807090032,81.63448841602636,160,435,9.848411989623346,5.902949425148077,22.212094418196024,24.079165624953088,27.130906511179866,1017,69.88924297612708,Enxofre Elementar
82,18,146,7.3566371251754505,1.9237751470783246,29.366982928606305,72.53569513114942,156,336,8.388980864459342,2.6806364082287626,29.87668007996647,21.122202859183304,27.25693512164838,1014,94.82999605090046,Calcário
48,11,173,6.356368296634629,1.9526404763014658,29.832012765874452,63.974515726987015,67,275,1.2466268120326685,6.24148907849134,29.440593396866134,21.119088074113115,25.818119105958345,1001,77.81221020010662,Superfosfato Simples
27,13,236,7.433309638087339,1.0679560146580669,27.040538223107298,83.50506184574799,87,234,9.208418826173723,4.0941165219124045,20.394268113685058,22.68487211446707,28.974047743749647,1009,80.59269415718761,Nitrato de Amônio (NH₄NO₃)
13,19,119,7.427239954178505,1.5619189219397067,22.51511502637099,78.21076953163276,164,200,8.698963620621283,5.520471808519803,27.055751725156885,22.964699674208514,28.468411128907444,1022,74.36933477599062,Nitrato de Amônio (NH₄NO₃)
98,19,142,7.20601891093472,1.9387898735713547,19.002008600384023,87.03114371074737,64,495,5.188380571260721,4.361265291353167,29.25248317415666,22.900431039189055,26.1038480639438,1011,83.71803405739709,Calcário
69,14,52,6.088897784139172,1.7547043878701316,27.325762991129242,78.20572253891977,168,259,5.912754357449293,2.9446575954191765,21.805753451273336,20.457434186988774,25.411905228079213,1016,66.54095490340092,Superfosfato Simples
23,17,197,6.270195457203851,2.2847347617824836,24.70085099682966,89.82635251114891,77,466,3.9900270387013026,9.484533069621566,25.679452305526294,24.3873043131519,28.402496510373567,1007,75.64326146607043,Nitrato de Amônio (NH₄NO₃)
18,23,236,7.202273343033713,1.9880404474284175,23.090664110963715,79.316739357107,88,428,0.5476163882203133,7.636057941597608,29.15488297588042,21.32800021294353,28.272556071405678,1010,98.7764928934115,Nitrato de Amônio (NH₄NO₃)
99,11,213,6.133844010312555,1.2444016406221445,28.876252621136832,79.63282900373852,66,469,3.3519724164590095,1.4011317576645255,20.33945978585799,20.64757460641402,26.366297634991046,1002,70.3253373080451,Superfosfato Simples
62,21,196,5.838985493372185,1.1058531211006448,19.334369787673815,90.68287609304207,135,485,8.028534485980114,8.684679758979128,26.9742026724684,24.443740399344886,29.75431781125205,1005,86.26946658165168,Enxofre Elementar
11,24,139,6.6136025249167005,1.9636289173094734,23.91150125149031,74.1219003174339,175,490,0.04632023004602859,4.874311982495136,22.973490073725507,24.778257491148768,25.7552894589045,1008,73.00760256898779,Nitrato de Amônio (NH₄NO₃)
93,8,244,7.372309548321562,1.0397669658124327,18.13624373720903,64.69053299577243,93,412,3.334991716911442,8.945522268940914,29.243961953765304,24.310638086327252,27.16167400521301,1005,90.93892502746402,Superfosfato Simples
69,9,196,6.892059593349946,1.878663371910195,23.623927703929517,61.00739367096686,74,364,3.9816869359094333,7.998552559473152,29.71058245165368,24.047580373624392,29.718079600837996,1008,65.23494642873399,Superfosfato Simples
80,27,197,6.6401223401787295,2.4103453621374364,18.67563930818205,86.42980394857666,194,204,5.373956029379229,4.252135044692334,29.44266489113434,23.27620990319511,27.09863658463061,1006,98.79284180314178,Fertilizante Completo
53,11,145,5.694352987541537,1.8632112668138183,19.425814995216864,81.71083429737126,62,277,9.198556164127606,0.22469308320117398,24.742142166574638,22.7542868530457,28.192629738320427,1008,78.15158165534557,Superfosfato Simples
17,17,248,6.73001445339834,1.582254889309783,19.41031496132526,84.64279188347282,74,261,3.4634599436596125,2.686773593849461,28.620426509893136,20.43493379955705,26.98797198981397,1017,69.44201853385856,Nitrato de Amônio (NH₄NO₃)
56,19,101,7.480107700208526,1.9649323276635298,25.790523625392762,67.45374565281188,117,331,3.469532018962277,5.416342146608669,28.4454939853507,22.042266065353495,26.37107601174335,1011,62.93986989320051,Calcário
44,15,210,5.780168030473048,1.6873793357372748,26.95253855118508,64.77300164553694,187,288,7.3750124810974835,6.334782198261473,23.191004732432557,21.86344258506157,29.919888239799143,1007,66.79031620350163,Enxofre Elementar
87,8,217,6.536659304727474,1.8184251839739023,25.000425181165916,60.50906329837587,116,436,4.522179408898071,2.578876854332023,28.289154741506774,21.29876891880163,27.046670031575214,1007,80.79095794224071,Superfosfato Simples
90,17,177,7.254746143855911,2.412197213164788,29.5460705816945,72.27056455823089,158,241,2.2460482293998196,1.3935607407282413,20.370076347154928,23.617100568442925,29.47049601839567,1017,73.48012705725145,Calcário
45,11,88,6.981537235508409,1.5791539567011614,22.498446954284447,80.64711903991216,195,288,4.524395161326934,8.34930236799299,25.96269878482053,22.479378675393853,26.14977302945543,1019,93.15533463530437,Superfosfato Simples
59,23,131,6.894031481990536,2.4417858457358714,21.428545035382328,73.72854157849063,160,495,1.4085702037979986,9.84402180703552,22.30008837287703,20.40523107953824,26.065523520125417,1014,77.23550094647223,Fertilizante Completo
13,26,153,6.904968167974219,2.3580259629340956,28.423189538273522,75.31162227083051,160,494,1.763869865062233,5.256901823026858,21.20566885777279,21.100916009749056,25.155670414422556,1006,69.9485709035052,Nitrato de Amônio (NH₄NO₃)
11,6,178,6.21898230243951,1.2936867021839447,20.68315006223343,91.6455543072812,83,303,4.983677727394797,1.716792858483035,20.769532016292093,23.41629381829798,28.258334126879426,1010,84.6857994641612,Nitrato de Amônio (NH₄NO₃)
15,14,60,6.087183688528986,1.1040419513127482,29.558670473287336,72.18894134581551,160,213,4.189254495045479,2.7230732651936895,26.9628877587814,20.3806542974515,26.842631718618804,1019,88.27108867541783,Nitrato de Amônio (NH₄NO₃)
63,17,234,7.118722310957027,1.15116700206614,18.145853696277797,77.98963212059337,57,487,9.148459010681,0.18390676547466733,23.398749637680663,24.256034570243845,29.321791249198185,1015,66.681676316038,Calcário
13,29,227,7.1202267893583615,1.0273327384773245,29.63854592049167,87.42785544594001,162,378,3.623938991166331,9.14298806560499,27.247667715287616,22.47573263506987,27.366049533457787,1003,66.7047686515327,Nitrato de Amônio (NH₄NO₃)
63,25,200,7.234144637160208,1.1416644411338925,18.51791894340691,73.87899738124446,132,324,5.805883502780435,1.1775108289014113,20.653563407989424,22.40293288663324,29.840967139573607,1005,61.46685707734172,Calcário
72,10,208,7.326481105112943,2.024510160124535,28.69371736437685,81.77303450797558,91,222,6.322642879195303,5.765164755142536,23.152903378306103,22.962038923297587,25.927627578515605,1021,89.45608060262562,Superfosfato Simples
27,16,91,6.522684797721876,1.1067829726903435,24.332413309035598,90.18272980613608,150,262,0.13094456588333636,2.74055220687206,25.394912923753374,24.123404829625745,29.343115839778054,1002,86.5521811048722,Nitrato de Amônio (NH₄NO₃)
99,16,148,6.503032589374399,1.478463445440642,29.915577553431604,93.23322182801748,55,342,6.635373720167106,5.541780025157934,27.907231648389637,21.739046039510967,28.882984263958708,1008,78.98523502999255,Fertilizante Completo
53,24,56,7.09659035793355,2.267312966454182,18.885558776824787,65.14757183251633,75,352,1.7803596686975143,6.514203883518642,23.1875250293207,23.390080762795318,28.85460922322026,1009,93.76681795876789,Cloreto de Potássio (KCl)
43,15,193,6.79992786155553,1.0349079036037387,24.64625141281585,92.43056688065231,113,344,9.610703174694551,8.297418037072017,26.258913764370092,22.828659819978956,29.22391614058444,1013,92.22680611800213,Fertilizante Completo
83,27,139,6.903933754515407,2.2217027238834035,29.631630427429187,77.22407025778384,108,424,1.4866272775311296,2.064212717606032,28.85977748236187,21.335141350847106,28.805119954714996,1010,83.41417457587008,Fertilizante Completo
71,29,161,7.091585338872202,1.4227821621600998,24.277174130041786,69.03855359046354,158,303,4.146241237270237,0.10995828658480478,26.158631881823045,24.39314993177579,28.131101608157078,1017,94.73085122053035,Calcário
23,11,109,7.280010683635132,1.1772472414324844,25.552783657623152,76.06975146833915,170,303,0.8534966807864386,1.3688563006880727,22.329594747536337,23.98713010803464,25.65622438841194,1021,68.23364840147073,Nitrato de Amônio (NH₄NO₃)
57,5,162,6.175990313703071,2.0451057480462262,26.348984267815407,94.3011401349917,82,238,9.968742518459473,9.00018641848105,20.24400781556538,23.292259173292127,25.16263089745626,1011,64.47678477590911,Superfosfato Simples
24,5,51,6.251165905279888,1.943414270169826,23.45449277721328,77.24163328975044,199,397,5.021950103312426,8.738900775625153,28.700988739009297,24.25290864547121,29.604239239078435,1022,70.78998446067959,Nitrato de Amônio (NH₄NO₃)
81,29,178,5.687963879681738,2.3162080202905795,25.53069696100876,71.50630636006278,70,333,5.953850173200438,5.974131021703083,20.21269410850387,24.336471004799012,28.08325157260369,1011,62.28347424357259,Enxofre Elementar
87,29,97,6.656560281992348,2.1026065657058286,25.011771743077205,82.1690299010854,119,266,0.6707647738842748,6.005168604336534,28.747016726841995,23.541814883575174,28.98268645488088,1012,81.24678112004128,Cloreto de Potássio (KCl)
96,24,189,5.571884547593484,2.205221395577273,28.813896125891866,68.40509665723675,161,378,7.499604703991778,6.650366745462555,25.28937134027212,24.18506664181836,27.40761175756275,1024,97.46422769179846,Enxofre Elementar
71,17,246,6.43119603626492,1.4230518588569598,18.545356564097496,62.65521648380324,53,241,2.0990559309558576,1.753712786234496,29.390676985128962,23.487357308346418,25.586540944811972,1012,61.573741626740386,Fertilizante Completo
49,13,86,6.585289269415153,1.2661593156695843,21.371558275106764,64.51079026687272,143,214,8.980542894407137,9.144119459249598,27.987832357736654,23.400703858801503,25.625928961012754,1018,64.88439656040107,Superfosfato Simples
94,7,209,6.073082504256568,2.1259221274612874,29.404937808918703,64.48160436352204,124,310,2.0513964048200717,4.187705248920731,29.979341105333376,23.09305689107592,28.427826436144855,1018,78.08796113133741,Superfosfato Simples
89,11,58,6.6816665211380215,2.210252108900896,28.683165406690996,65.3165942729303,111,356,1.9068772066366657,3.8313852824949746,23.5071181545171,23.763583197788208,27.151529474497313,1022,97.3550007011162,Superfosfato Simples
91,10,148,5.561000499878099,2.48575771300101,23.467881033428554,64.85895104272936,143,488,0.3654966784809488,5.189177052828375,27.67188288931127,20.793025526465367,26.002623633501685,1013,72.64624419907003,Superfosfato Simples
62,12,196,5.574696377498428,1.6189265153671397,25.44159117361844,82.43061606811251,144,430,4.720669451099992,0.46965966775055046,24.01930913609242,24.40435379599464,27.457972733707184,1003,80.2893923475357,Superfosfato Simples
33,13,97,7.1452011213193165,1.5580271286891747,21.32857419577359,66.36580295397007,104,356,5.648411332626164,1.662833687560794,24.79875620303909,24.35921763872616,25.32104468537567,1012,61.662914362015684,Superfosfato Simples
35,9,180,6.220381282822526,2.164619441112995,20.257453916685137,72.09835491633521,186,237,0.6570863942835237,7.380336164263705,26.2750546321837,20.146236415172794,27.909857009571994,1007,65.93372803848355,Superfosfato Simples
98,5,197,5.754121025303769,1.5112053103795269,23.564380859279787,91.38759434671042,180,296,7.755276166950106,0.8279866792512647,28.736771141863386,24.129083752823814,26.34496702217549,1022,99.46520491835388,Superfosfato Simples
69,23,201,6.544486520109609,2.396135988405347,22.240226736312636,76.58865740920054,80,488,4.532888347480276,6.031521094663882,29.840834691992953,20.644349337367228,28.98779550318594,1020,98.60474785744182,Fertilizante Completo
50,14,103,7.039987106197222,2.2876191277645175,25.003873342210465,83.36452084823595,89,453,5.243902693275801,2.4534910968132095,27.68273413864518,21.675594271295708,26.551809794617867,1022,60.19759923737639,Superfosfato Simples
38,16,169,5.931642054993686,1.6434910410625276,18.93281564357982,66.03119549205704,85,395,4.407627469382281,3.8929561404197655,24.17766782167334,23.71754128145804,27.276100745409007,1018,98.07247141692956,Enxofre Elementar
24,28,210,6.745780951638,2.1263066016872463,29.692737691993997,66.73011565830348,55,285,4.00763060875326,2.8869373677069987,24.213570022770703,20.80379948024154,25.058102699540502,1011,85.56479751262002,Nitrato de Amônio (NH₄NO₃)
54,19,201,5.670694929987536,2.1318143111270236,29.834528933755234,61.43040156932676,115,209,5.596403313082179,3.5567271646494913,27.375823015888916,24.08983512059531,25.362234438972795,1017,94.71673178080088,Enxofre Elementar
74,26,165,5.603363442337216,1.154685803253899,26.37794056823694,65.91272720752576,124,204,1.552402459307125,7.1904590518424545,22.387771457683023,24.16067088978871,26.962467782033425,1005,78.18959422535437,Enxofre Elementar
