Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),pH,Recommended Fertilizer,Conductivity (us/cm),Temperature Soil (°C),Humidity (%RH),Salinity (mg/L),TDS (mg/L),Conductivity factor,Salinity factor,feels_like,temp,temp_min,temp_max,pressure,humidity
4.88,54.86,3.44,8.82,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,0.6150066050543819,21.726682829674797,79.1828055925436,186.05164878068393,358.3668965326405,4.392499864824169,8.048249141120314,18.451047465854934,19.812170303274122,19.17766782167334,29.005424052541322,1015.9631486916021,85.70434660662139
10.35,59.88,31.17,6.52,Evitar adubos ricos em Fósforo (Excesso detectado),0.6018220057974253,19.39816157547097,53.88673184824924,103.50209568511225,328.31132186756474,5.164118071026458,0.1458570277455683,21.084402396526556,19.27734228950875,19.213570022770703,38.17944979532737,1009.9398599490698,90.08640415348958
21.87,45.55,296.96,5.55,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.638651460027518,19.92996818054874,98.71974038330833,59.066433776802086,242.4386903591385,3.7124008674772786,3.4016417997423276,27.911706536484765,30.379208855461258,22.375823015888916,36.961390324103924,1006.8553800587167,66.97250962714031
37.58,66.84,259.79,8.84,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.259144648450059,25.087776841155577,99.31053722398013,97.23579368526964,494.60609951719186,7.72848442158626,4.041870066550339,25.164217360072463,26.423352375505374,17.387771457683023,34.876777519876384,1024.5994411989957,90.7412556873256
3.54,45.88,204.52,6.33,Evitar adubos ricos em Fósforo (Excesso detectado),1.685434572718313,26.2856179415652,84.90808570098726,196.20618930424064,342.3099277427549,5.5244835108323125,5.420216469085436,33.17541908830857,29.702840739271515,16.104741131313947,37.758725936413626,1010.2333501578761,54.00574231923376
15.55,48.14,182.87,4.71,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.7445854016275038,26.873685655887726,76.80481831720601,103.59743785864522,194.89071669439778,3.0899142563213555,9.206570602486329,31.896540549553496,25.392064756263686,18.546221576407767,38.00941301439703,1022.3524800919784,94.74083280302638
11.24,56.28,114.09,8.6,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.7290396877920808,26.84427214191831,65.47638081431639,72.46280595462656,140.7129890481615,9.096171159471115,3.5288253442230166,23.810894978863892,22.188834565064816,17.87238991654082,35.62544465072552,1005.7488651472771,77.37961880768681
2.98,69.61,177.22,6.2,Evitar adubos ricos em Fósforo (Excesso detectado),1.6836794269514141,16.368091545730355,90.68975098534743,130.34616232017788,161.1436556737328,4.455020992358903,3.5348366987726543,22.410198368331972,31.924739400461394,17.963081204559902,37.555199925455085,1005.327617600627,90.86488849812469
0.22,35.39,70.69,5.46,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.933004674775038,22.41630457053872,84.23655862769397,55.62766756785668,198.38309135380325,5.891975750025898,7.401262356286509,24.454770938843538,31.590069942472645,17.3360775104991,35.462071925039254,1000.7783520721127,72.615914225915
30.85,16.85,35.85,7.23,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.5846291230949325,15.863381400249665,58.130846967244565,24.414032340646145,164.27254930382227,9.158248998680923,4.576957614809091,28.03501402275173,29.809840004525256,15.42093189636362,35.202111576404505,1016.2916706343972,82.17888475982625
34.52,30.58,33.09,6.06,Fertilizante Completo para Alface (NPK 10-10-10 ou NPK 20-20-20),1.4962618359934337,23.242933234856032,95.54635922469213,34.48714716302335,174.6268096205223,6.618141963225929,2.3235877471058215,22.557081893988897,22.626467332909364,15.178739347334139,34.27917067322777,1009.213158593094,76.32013304680567
12.44,23.13,272.96,5.28,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.039625245130541,21.622957520600657,91.12686214615846,34.32870940197677,214.03806747753885,2.0520823663752767,4.579151209713665,28.610531433435277,28.03392133677448,24.877223897360317,36.290749593364616,1021.608956245991,86.5794760877666
35.49,26.81,211.96,8.43,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.087734127169109,28.315562741374496,97.4899956645962,38.86151176733593,169.3494381179019,9.458489112521276,1.4944845017600188,24.959998087251087,24.136556247980455,19.277731337358624,27.379076579396106,1011.830247667289,54.08149910152948
30.43,29.03,277.1,6.49,Evitar adubos ricos em Potássio (Excesso detectado),0.6132600244301113,20.263725188281178,86.28597541941801,36.377162803387925,458.70616985057006,6.6493724776427605,1.846231166411611,27.384802074483666,19.55689524655278,18.843266471596817,38.21306138798393,1024.204835697868,53.01760419952819
20.91,25.69,102.54,4.22,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.4365315365661782,16.756005246414087,80.6707597967895,131.7662015126108,132.0934982646569,4.014150531913775,5.033840950120849,25.414150995300382,33.59433078285813,21.7964728269307,38.07765291617848,1004.638137892578,62.355161700507324
1.26,30.91,131.44,8.02,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.064649789285591,17.144875230792536,70.91215181453094,44.55721603583752,309.80455582810185,2.2534486539704854,4.247361950095024,23.005917912212603,20.325916725622342,17.182538878650643,25.43870924551839,1021.7155791988903,57.97723400565942
36.3,21.23,141.04,6.76,Fertilizante Completo para Alface (NPK 10-10-10 ou NPK 20-20-20),1.7578406464502192,26.42265947576208,96.63642416770065,75.67678383153401,264.1587307958646,8.146226703432664,9.15697442057419,34.12370621835666,34.15403501495364,24.499611839502254,37.38725125847144,1019.4149213197935,93.58917832961009
103.73,1.15,28.98,4.32,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.6412246029708055,24.273270949743917,93.30319447502042,180.38979788214226,492.95144676344256,6.580654803356621,3.687699601254668,30.981298500715933,25.582098140285247,22.86345014415552,26.93304801210168,1019.2730461161013,60.960699367902215
145.78,12.12,63.34,8.74,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.146734079047363,16.516840141841854,52.26093350530947,100.05271164994575,144.81556086722094,5.801149827786894,5.84782466775263,20.381923988029694,21.147259790256534,15.894110023122595,30.026782813887127,1021.1195807029222,98.79326279095656
138.22,2.8,89.26,6.54,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.9073360677035742,16.26160209172496,51.3183487248626,136.83597031899518,259.1422396182967,9.045033247458619,6.359416450403351,32.763955590264516,27.212316105432087,19.175807757849284,36.15262384437412,1019.025599773575,66.84478958855534
138.45,13.44,231.8,4.22,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.6764218685010746,25.5145369718868,68.82316834390248,42.74077552830967,487.78817331014756,8.097374901020777,0.229635120224503,26.286330370241732,32.84007920989894,23.791183075621646,27.411398440724625,1015.6555080407854,59.10589578443496
103.68,6.41,281.8,8.72,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.106048195515789,16.091445095462902,90.52766653909165,46.534913573647444,446.2028503575921,2.365073917594761,6.669019982965435,33.207387857199556,30.447823068962542,24.4473202229141,37.26950536178593,1003.2811219420597,89.48492535712396
90.42,7.66,241.74,6.22,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.5662782763540546,27.32790088935534,99.36380646574722,17.765037090630983,426.828828379712,3.805498610159934,1.8625560720105392,31.59753935110436,31.711539513644645,19.674015112498697,37.48201266936613,1000.8131544872813,82.9353887750438
97.19,5.06,194.29,4.65,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.9644389531836581,25.593633407347443,57.52084455517641,42.09766198371126,203.16113081797593,3.236402258330192,9.614596142947606,25.228629575976967,29.199317234082194,21.134113892107077,32.612016006412546,1023.0211961953921,74.90978582265694
121.13,10.55,136.36,8.94,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.850575603562394,16.220231709628496,79.70653576760675,62.93216441607214,168.35503495602632,7.695516633154092,1.5717610047558184,18.381978241441995,29.768701596803492,16.67033946092075,25.095788075752505,1015.4162578630185,77.76817754688156
147.75,3.78,149.72,6.3,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.9386854446896975,16.272565711277878,69.04454283155107,43.6319920125819,367.4572879697724,1.3017919126220145,4.204778824897534,22.567515109544082,32.43632607661043,24.911686261369766,29.30557199762369,1019.9134322744044,85.96008891361319
107.09,41.11,60.96,5.01,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.4704248155163047,29.79959367751763,98.49571989073016,26.853481413840566,471.7503956510343,6.129007163841849,0.9449617139785742,27.20778164923474,22.244356150606162,17.316717013834435,34.25390377563613,1012.0380587878137,61.422737066564935
93.09,48.36,90.83,7.48,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.108220546105883,20.614061936341805,92.10594615678544,32.92081550911415,322.70515720557194,7.862128171666215,9.969055093274878,28.7691297370445,26.320224381933386,24.427317741351256,39.717792670411356,1002.9327047240598,99.8166958028371
98.69,54.68,98.57,6.24,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.6456322262287917,20.559632206003364,91.91643523555689,97.5479659262179,328.64507578795997,8.890890730855745,5.071730602279302,22.38409065236444,21.76056051093324,21.496466489923684,34.477202905250024,1003.1296448050638,98.73965810733915
130.33,62.85,223.76,5.46,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.8640419732898375,27.191993508862538,73.43465798974852,49.20340649710057,211.99163746411367,4.078735738443167,5.9943116714684335,20.36905325923801,34.790356135943,21.07736794878859,28.897053715962397,1017.1391321807242,82.51628431734684
112.07,58.97,263.35,8.07,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.8536620219413127,29.20872866075788,70.74097511688326,79.21127359913434,407.79717327677474,8.391315742048116,0.7640571261454321,32.19381402558808,34.04900877467243,20.126885110165084,34.51008554649417,1010.7576473724865,59.97712254645725
95.42,65.06,232.08,6.19,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.4652565945019356,29.790015957343066,63.670353596535314,105.6492814624228,174.81749942300934,1.995685632596865,7.52460865695186,34.734837071960385,18.6702557932646,17.306698117177586,33.099780695737834,1005.0131181675084,84.01141212156458
92.45,57.73,167.76,4.03,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.9029764095597854,26.300672778884124,52.81877483254635,141.17501743957942,229.47169456169746,8.618070625610663,2.178065371646299,26.93673309914566,29.994777932766702,16.765280320055084,36.69768092726716,1012.2898636685359,53.60992044895879
120.73,46.79,164.52,7.35,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.7633766048901593,20.643893782963737,93.23611881275266,17.469306569808797,270.1745754465667,2.147397960987842,8.990737465463067,20.91854785942116,33.72922139606632,17.204862090701752,26.604709582404375,1001.6052234268783,51.532625110290304
131.46,51.6,193.67,6.14,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.9894778369732411,16.25251075048003,90.64505045650388,161.8879757927181,303.044151473782,4.575585615043305,2.130882440771871,22.62922455082927,21.06978086716467,16.864382621442545,36.41541853753042,1014.5492850478599,62.884144425560685
110.46,17.84,92.47,5.75,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.6734032521879136,26.65720373891155,99.98588366430653,129.30107400327248,196.9638929660321,8.175658292015981,1.9878084345702993,18.312641501306935,27.6550689193947,22.795844735667533,33.11899868014166,1006.7248351108774,73.13114783696582
105.48,31.5,81.72,8.11,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,0.7519450034435666,23.376063746037076,99.83184185369527,25.534216070285662,145.93472989568141,2.349256846138964,0.4618417116961393,33.543079711528485,33.563301058996714,18.501252591667303,39.444880057884916,1019.9389775159297,93.41362527041903
121.78,21.05,9.31,6.9,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.5455545641288744,21.363330138704644,77.77158528013138,175.97993858028767,344.24801697665305,3.0632625570937733,4.773462756588993,20.0017684091324,18.57708163595858,15.578426765633964,30.12808249058029,1007.7590489730893,86.3584534883154
144.03,30.83,233.9,4.7,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.736107401889821,28.59531577642104,88.44937075902553,184.96575610104452,215.45222129610232,7.500273115537596,5.691927219299902,27.80078008374231,29.85614454319628,24.691026301408115,34.489328397009224,1011.380503727045,87.13532605999904
133.56,37.43,288.71,8.56,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.207516933540892,16.66796223459227,97.23828649412141,21.604812372424114,332.4952885690449,7.480328828914669,0.7505155303406884,22.658938751682502,23.054933125333363,23.83785884963426,38.980421582650266,1000.2905134977025,71.27466672240377
128.52,17.1,216.16,6.9,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.6779716211505724,22.389376564362887,92.48236953387058,62.60675314796871,161.74508610968093,6.770328695967676,7.777723405280605,27.42102604276849,33.714735321401015,24.27752283195213,26.53764591986019,1001.811172194864,67.29674962734815
126.39,15.23,110.15,5.33,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.2974390757344032,15.170304671511285,62.36740508715988,163.17824316068166,292.456040741927,7.2455360002039,4.587559464005473,29.074146601981692,34.50799016781125,24.94907822646435,39.05842730854677,1009.8123389101671,68.55193814923014
90.3,19.02,154.87,8.38,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.6121882774236362,22.029909629911895,72.52720676550467,152.1693411728951,313.03577302063434,5.884519990128366,5.291463666343042,32.10561066302243,34.052530314928376,16.738952492194873,35.3182858345122,1011.9984708679281,99.3824781868029
129.12,20.61,171.22,6.24,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.5581798393395647,15.84454913522756,56.45797075757475,45.05899367771169,120.72941472897077,3.266191530162575,4.463551194688458,21.509161619930254,26.061641683176884,18.962420189026588,26.01755588657758,1015.0005137029826,52.005459570624126
56.27,11.2,64.96,5.7,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.5361712064723396,16.782268744021078,97.70255136293612,49.77637143397496,234.64171127756822,4.111263941535275,4.0675543026657275,18.18692908719417,32.65472506681833,22.582384757040913,29.514453504202244,1007.2915644677325,93.35157480612243
72.88,8.52,9.37,7.74,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.2046369369335,16.762893701656573,80.308731722544,80.38969953036258,153.7658707755897,2.634379451212831,5.640439279951357,20.327055711169724,32.35733977509619,21.960206180537924,35.62258132967922,1017.3745471531636,78.93377042861967
53.26,3.66,97.3,6.39,Fertilizante Completo para Alface (NPK 10-10-10 ou NPK 20-20-20),0.7954120690541406,24.738154531740953,61.43214027517314,102.05936718629405,125.3499881891071,9.176055052002654,1.636878434714054,33.30031691141779,23.424708045135347,16.53895906339855,26.010259022031576,1021.5030599297302,71.93077095947953
84.6,9.47,279.48,5.01,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.241842913410377,26.19067318898135,83.58503422029284,127.46840659075623,495.9840929559781,6.250526152895084,1.9010884919031843,32.85613131856276,32.09156306056151,23.158331249906176,33.7325569026441,1019.4962747223337,86.26288302075682
68.85,7.39,219.52,8.44,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.0723571169497097,23.750531476457397,80.90641202289478,80.09359151825676,228.94153798988918,4.607662750872759,8.631677648033822,28.156022736895242,18.629129790163375,17.244405718366608,30.18824585429435,1000.9904706337089,74.33344707123514
54.04,0.36,264.55,6.18,Evitar adubos ricos em Potássio (Excesso detectado),2.6936800338176323,29.43258822711813,67.90813590164203,97.8815960652981,423.94977834185397,5.1580522327971945,9.466543075122964,28.208786627372106,28.1365879341949,17.23817614822623,34.31373276651216,1012.0126736814457,93.67116190408302
87.02,14.31,191.49,4.74,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.3376776095097145,20.62305869285556,55.67787960998145,152.01947824541375,201.85626190550553,9.525550056506338,3.7957622311695545,29.305623467286345,21.910150233890953,20.369744228934135,25.68613050718769,1002.6232544604544,95.03509320056293
40.77,13.92,142.82,8.93,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.5087023259621213,19.28568129422791,83.57865977963998,16.969808549213603,372.6010888895717,2.380162628044722,2.7803722641211825,20.98131173659864,20.04963705821374,20.929399348417032,38.07305209228564,1006.0511253965632,71.08604634367276
88.18,12.8,129.44,6.39,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.205086431428266,28.028986922841902,76.01538504518966,57.963019425363946,404.0911439558746,6.276068488151175,6.475595478066256,33.545003080724314,19.308204427696555,20.80086207837811,39.60233453766095,1024.6665648316787,63.841389861752575
82.56,49.51,16.95,5.11,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.943598859449307,18.35393757779179,88.61591958678196,145.53642131806495,338.2554962431377,5.5529981099601935,4.146468293871155,25.119098923165243,29.836909189928377,15.914868373977548,39.533167829285375,1003.5623885725379,79.61751642966811
86.81,60.88,57.01,7.19,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.376536879102146,29.44833809160917,76.00817505559966,180.08929916056786,288.63047542006336,6.503088118911831,0.3513249210374142,24.513354980241456,23.777874384057125,23.774608626303802,36.24477747614387,1012.4722038362839,95.61816728083454
70.75,69.7,14.01,6.52,Evitar adubos ricos em Fósforo (Excesso detectado),2.51708684816816,15.182317120347244,92.609075015927,107.21871400197656,264.7363656589074,1.1629916543875645,1.6459107139252847,26.82160098980824,30.321035115988945,17.65600042588706,26.95129360195948,1015.453893357953,60.53310945028333
83.87,62.22,269.7,5.4,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.9762628550016834,29.548182400614586,77.59534193872427,111.10156220040997,239.54730661719813,8.849115180497364,7.188125065589236,18.798421435175936,19.11105779358202,16.295149212828044,36.37394793893534,1017.5616242636027,81.14832917817414
57.97,48.81,280.94,8.62,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.5315441922785662,15.647398679258641,78.04689857676931,30.36268215455745,471.81165769913036,9.38906454235251,6.623347024910498,20.82681726885335,23.359935743120374,23.887480798689772,25.368803746882023,1013.9912170871728,81.57801100462603
83.35,67.4,251.13,6.5,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.430045214481958,28.367146705471065,93.83268013291726,95.00834969645638,432.24776311509163,6.086198652302881,0.3682503257844866,30.5465714792483,27.171351970380734,24.556514982297536,25.331853272934957,1000.2442711854796,86.65565112076405
79.91,59.5,170.2,5.59,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.441032401854992,22.915516636294498,70.17414331061985,111.1972806264544,486.010764266605,7.26985741489203,2.2975244031361997,19.40757735472715,31.44229380226238,23.621276172654504,29.85415328724312,1008.1615327060998,56.57838425636299
84.5,50.14,137.56,7.19,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.3520088506325445,29.894471941789504,56.70076142253204,56.06939569059863,149.71888939421788,9.302494430595662,2.387640486221907,28.2535858609286,23.41879254984519,23.09516074724878,32.32964785606998,1012.9427910846177,85.79124823410443
68.91,41.08,146.56,6.54,Evitar adubos ricos em Fósforo (Excesso detectado),2.826893314008912,16.106948471030982,51.43913381566695,61.15621388038238,392.3469900814577,7.3651477088205874,6.7517381616274115,22.170934864582456,28.640153399429153,21.55241980639022,36.5561112671169,1002.1966624786209,95.45162603328205
54.33,29.77,3.05,4.07,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.6460318796075297,23.30781426601981,87.75686278368096,81.68399098987831,475.3361827284151,2.3728513862283522,0.29513432376820514,24.6180254387136,33.06162172001518,20.508573706091394,35.249430649097576,1008.7656732802295,58.984155443512094
81.13,24.0,12.71,8.04,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.5724850684375458,29.539538034286487,81.01547756767323,13.81352757776801,172.49322646626405,6.186595241501319,1.130674961647281,22.907793525101898,28.469674199099178,15.869867599114102,31.688540595651226,1000.8300777197842,61.87716624619388
78.5,20.4,62.29,6.09,Fertilizante Completo para Alface (NPK 10-10-10 ou NPK 20-20-20),2.377177669478743,22.846467662552232,85.20398840496118,71.19504146080388,126.598506946711,6.460435417445703,8.019169245194576,24.046436179904134,21.960311070811773,19.084532130706986,29.104399994224988,1001.9644624288755,98.56975470208198
42.58,28.28,254.06,5.27,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.386357185211706,24.440979572028937,60.64820807544554,50.17512132934348,396.44825971602364,4.817176041721474,1.8675921543379028,30.223780388132173,18.414813286461147,18.72688517012314,39.95686750236567,1009.9230819050399,59.04884763547449
76.3,39.4,251.63,7.65,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,0.7578096720898315,25.436230334769256,56.818573779338486,72.22449691380379,329.7892452719648,7.627998120622506,6.562186467733559,23.051069165593976,32.79168085631581,17.597537837603262,31.392719533539594,1003.3178938510765,92.71925466847895
79.76,21.77,243.9,6.08,Evitar adubos ricos em Potássio (Excesso detectado),2.7563822666989166,21.818115971516598,50.7272332833941,32.75480504565773,436.7315107033088,9.409303132921133,2.458009532362593,27.62887888504725,18.361579984456583,22.23420113688585,31.770805364945133,1014.188521206539,74.61389282240174
41.27,39.07,183.6,5.39,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.7631309311196428,24.41337120126095,67.52937794032985,179.20018334058005,155.9089506505158,9.330116616160987,1.0844697883175172,26.092856837384694,32.869928435631394,19.958757350787707,27.454357317875036,1017.2366242284317,62.36155372015885
60.45,19.33,115.64,7.5,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.566143665269354,23.764714678846502,79.49588434273166,122.78256617526924,418.1069247439561,5.057554342637189,2.5074046908945955,29.282409811165017,26.9919312784626,15.81046215907648,36.92214323124894,1020.014667477727,93.53749506362557
67.46,32.86,166.02,6.28,Fertilizante Completo para Alface (NPK 10-10-10 ou NPK 20-20-20),1.3001240025765295,28.517370157364837,69.61220225498661,139.02944063745304,180.65092801909782,2.019142412566797,7.250442625371026,33.92610556852088,33.96415087471924,17.201832019498113,35.40523338672233,1005.0037561061202,72.26526275013327
6.24,2.34,5.81,8.73,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.344742291739421,20.838025181012448,64.04815947961151,181.7901519538122,299.3768795716229,2.4783921813789362,8.405091055814747,32.113737697638854,21.653986436042864,24.979341105333376,26.141962892354503,1002.0595261403961,55.228392016720015
79.91,59.5,170.2,5.59,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.441032401854992,22.915516636294498,70.17414331061985,111.1972806264544,486.010764266605,7.26985741489203,2.2975244031361997,19.40757735472715,31.44229380226238,23.621276172654504,29.85415328724312,1008.1615327060998,56.57838425636299
11.24,56.28,114.09,8.6,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.7290396877920808,26.84427214191831,65.47638081431639,72.46280595462656,140.7129890481615,9.096171159471115,3.5288253442230166,23.810894978863892,22.188834565064816,17.87238991654082,35.62544465072552,1005.7488651472771,77.37961880768681
103.73,1.15,28.98,4.32,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.6412246029708055,24.273270949743917,93.30319447502042,180.38979788214226,492.95144676344256,6.580654803356621,3.687699601254668,30.981298500715933,25.582098140285247,22.86345014415552,26.93304801210168,1019.2730461161013,60.960699367902215
70.75,69.7,14.01,6.52,Evitar adubos ricos em Fósforo (Excesso detectado),2.51708684816816,15.182317120347244,92.609075015927,107.21871400197656,264.7363656589074,1.1629916543875645,1.6459107139252847,26.82160098980824,30.321035115988945,17.65600042588706,26.95129360195948,1015.453893357953,60.53310945028333
121.13,10.55,136.36,8.94,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.850575603562394,16.220231709628496,79.70653576760675,62.93216441607214,168.35503495602632,7.695516633154092,1.5717610047558184,18.381978241441995,29.768701596803492,16.67033946092075,25.095788075752505,1015.4162578630185,77.76817754688156
